Pools	PopA	PopO	PopC	PopX	Estimate
Pool1,Pool3;Pool8,Pool9	CYP_1	EBHU_1	EEUA_2	TRK_1	-0.00632532000392877
Pool1,Pool3;Pool8,Pool10	CYP_1	EBHU_1	EEUA_2	WBDE_1	-0.0045068698036960205
Pool1,Pool3;Pool8,Pool11	CYP_1	EBHU_1	EEUA_2	WBIT_1	-0.00408153958132257
Pool1,Pool3;Pool8,Pool12	CYP_1	EBHU_1	EEUA_2	WEES_1	-0.00550758479960789
Pool1,Pool3;Pool8,Pool13	CYP_1	EBHU_1	EEUA_2	WEES_2	-0.00558341250520233
Pool1,Pool3;Pool8,Pool14	CYP_1	EBHU_1	EEUA_2	WEFR_1	-0.0041930317304473795
Pool1,Pool3;Pool8,Pool15	CYP_1	EBHU_1	EEUA_2	WEFR_2	-0.00438560245917469
Pool1,Pool3;Pool8,Pool16	CYP_1	EBHU_1	EEUA_2	CNXJ	-0.00644201390295357
Pool1,Pool3;Pool8,Pool17	CYP_1	EBHU_1	EEUA_2	CnOther	-0.00690636924418858
Pool1,Pool3;Pool8,Pool18	CYP_1	EBHU_1	EEUA_2	CnQTP	-0.0069618582374758
Pool1,Pool3;Pool8,Pool19	CYP_1	EBHU_1	EEUA_2	ISR	-0.008920105937208541
Pool1,Pool3;Pool8,Pool20	CYP_1	EBHU_1	EEUA_2	DGN	-0.0098346901289465
Pool1,Pool3;Pool8,Pool21	CYP_1	EBHU_1	EEUA_2	DrosSim	-0.0054176732036233
Pool1,Pool3;Pool9,Pool10	CYP_1	EBHU_1	TRK_1	WBDE_1	0.00181845020023275
Pool1,Pool3;Pool9,Pool11	CYP_1	EBHU_1	TRK_1	WBIT_1	0.0022437804226062
Pool1,Pool3;Pool9,Pool12	CYP_1	EBHU_1	TRK_1	WEES_1	0.00081773520432088
Pool1,Pool3;Pool9,Pool13	CYP_1	EBHU_1	TRK_1	WEES_2	0.0007419074987264349
Pool1,Pool3;Pool9,Pool14	CYP_1	EBHU_1	TRK_1	WEFR_1	0.00213228827348139
Pool1,Pool3;Pool9,Pool15	CYP_1	EBHU_1	TRK_1	WEFR_2	0.00193971754475408
Pool1,Pool3;Pool9,Pool16	CYP_1	EBHU_1	TRK_1	CNXJ	-0.0001166938990248
Pool1,Pool3;Pool9,Pool17	CYP_1	EBHU_1	TRK_1	CnOther	-0.000581049240259812
Pool1,Pool3;Pool9,Pool18	CYP_1	EBHU_1	TRK_1	CnQTP	-0.000636538233547035
Pool1,Pool3;Pool9,Pool19	CYP_1	EBHU_1	TRK_1	ISR	-0.00259478593327978
Pool1,Pool3;Pool9,Pool20	CYP_1	EBHU_1	TRK_1	DGN	-0.00350937012501773
Pool1,Pool3;Pool9,Pool21	CYP_1	EBHU_1	TRK_1	DrosSim	0.0009076468003054731
Pool1,Pool3;Pool10,Pool11	CYP_1	EBHU_1	WBDE_1	WBIT_1	0.00042533022237345496
Pool1,Pool3;Pool10,Pool12	CYP_1	EBHU_1	WBDE_1	WEES_1	-0.0010007149959118699
Pool1,Pool3;Pool10,Pool13	CYP_1	EBHU_1	WBDE_1	WEES_2	-0.00107654270150631
Pool1,Pool3;Pool10,Pool14	CYP_1	EBHU_1	WBDE_1	WEFR_1	0.00031383807324864
Pool1,Pool3;Pool10,Pool15	CYP_1	EBHU_1	WBDE_1	WEFR_2	0.00012126734452133601
Pool1,Pool3;Pool10,Pool16	CYP_1	EBHU_1	WBDE_1	CNXJ	-0.00193514409925755
Pool1,Pool3;Pool10,Pool17	CYP_1	EBHU_1	WBDE_1	CnOther	-0.00239949944049256
Pool1,Pool3;Pool10,Pool18	CYP_1	EBHU_1	WBDE_1	CnQTP	-0.0024549884337797803
Pool1,Pool3;Pool10,Pool19	CYP_1	EBHU_1	WBDE_1	ISR	-0.0044132361335125206
Pool1,Pool3;Pool10,Pool20	CYP_1	EBHU_1	WBDE_1	DGN	-0.00532782032525048
Pool1,Pool3;Pool10,Pool21	CYP_1	EBHU_1	WBDE_1	DrosSim	-0.000910803399927274
Pool1,Pool3;Pool11,Pool12	CYP_1	EBHU_1	WBIT_1	WEES_1	-0.0014260452182853199
Pool1,Pool3;Pool11,Pool13	CYP_1	EBHU_1	WBIT_1	WEES_2	-0.00150187292387977
Pool1,Pool3;Pool11,Pool14	CYP_1	EBHU_1	WBIT_1	WEFR_1	-0.00011149214912481399
Pool1,Pool3;Pool11,Pool15	CYP_1	EBHU_1	WBIT_1	WEFR_2	-0.000304062877852118
Pool1,Pool3;Pool11,Pool16	CYP_1	EBHU_1	WBIT_1	CNXJ	-0.002360474321631
Pool1,Pool3;Pool11,Pool17	CYP_1	EBHU_1	WBIT_1	CnOther	-0.00282482966286601
Pool1,Pool3;Pool11,Pool18	CYP_1	EBHU_1	WBIT_1	CnQTP	-0.00288031865615324
Pool1,Pool3;Pool11,Pool19	CYP_1	EBHU_1	WBIT_1	ISR	-0.004838566355885979
Pool1,Pool3;Pool11,Pool20	CYP_1	EBHU_1	WBIT_1	DGN	-0.00575315054762393
Pool1,Pool3;Pool11,Pool21	CYP_1	EBHU_1	WBIT_1	DrosSim	-0.00133613362230073
Pool1,Pool3;Pool12,Pool13	CYP_1	EBHU_1	WEES_1	WEES_2	-7.582770559444449e-05
Pool1,Pool3;Pool12,Pool14	CYP_1	EBHU_1	WEES_1	WEFR_1	0.00131455306916051
Pool1,Pool3;Pool12,Pool15	CYP_1	EBHU_1	WEES_1	WEFR_2	0.0011219823404332
Pool1,Pool3;Pool12,Pool16	CYP_1	EBHU_1	WEES_1	CNXJ	-0.0009344291033456801
Pool1,Pool3;Pool12,Pool17	CYP_1	EBHU_1	WEES_1	CnOther	-0.0013987844445806901
Pool1,Pool3;Pool12,Pool18	CYP_1	EBHU_1	WEES_1	CnQTP	-0.00145427343786791
Pool1,Pool3;Pool12,Pool19	CYP_1	EBHU_1	WEES_1	ISR	-0.00341252113760065
Pool1,Pool3;Pool12,Pool20	CYP_1	EBHU_1	WEES_1	DGN	-0.0043271053293386106
Pool1,Pool3;Pool12,Pool21	CYP_1	EBHU_1	WEES_1	DrosSim	8.991159598459308e-05
Pool1,Pool3;Pool13,Pool14	CYP_1	EBHU_1	WEES_2	WEFR_1	0.00139038077475495
Pool1,Pool3;Pool13,Pool15	CYP_1	EBHU_1	WEES_2	WEFR_2	0.00119781004602765
Pool1,Pool3;Pool13,Pool16	CYP_1	EBHU_1	WEES_2	CNXJ	-0.000858601397751235
Pool1,Pool3;Pool13,Pool17	CYP_1	EBHU_1	WEES_2	CnOther	-0.00132295673898625
Pool1,Pool3;Pool13,Pool18	CYP_1	EBHU_1	WEES_2	CnQTP	-0.00137844573227347
Pool1,Pool3;Pool13,Pool19	CYP_1	EBHU_1	WEES_2	ISR	-0.0033366934320062103
Pool1,Pool3;Pool13,Pool20	CYP_1	EBHU_1	WEES_2	DGN	-0.00425127762374417
Pool1,Pool3;Pool13,Pool21	CYP_1	EBHU_1	WEES_2	DrosSim	0.00016573930157903798
Pool1,Pool3;Pool14,Pool15	CYP_1	EBHU_1	WEFR_1	WEFR_2	-0.000192570728727304
Pool1,Pool3;Pool14,Pool16	CYP_1	EBHU_1	WEFR_1	CNXJ	-0.00224898217250619
Pool1,Pool3;Pool14,Pool17	CYP_1	EBHU_1	WEFR_1	CnOther	-0.0027133375137412
Pool1,Pool3;Pool14,Pool18	CYP_1	EBHU_1	WEFR_1	CnQTP	-0.00276882650702842
Pool1,Pool3;Pool14,Pool19	CYP_1	EBHU_1	WEFR_1	ISR	-0.00472707420676116
Pool1,Pool3;Pool14,Pool20	CYP_1	EBHU_1	WEFR_1	DGN	-0.00564165839849912
Pool1,Pool3;Pool14,Pool21	CYP_1	EBHU_1	WEFR_1	DrosSim	-0.00122464147317591
Pool1,Pool3;Pool15,Pool16	CYP_1	EBHU_1	WEFR_2	CNXJ	-0.00205641144377888
Pool1,Pool3;Pool15,Pool17	CYP_1	EBHU_1	WEFR_2	CnOther	-0.0025207667850138896
Pool1,Pool3;Pool15,Pool18	CYP_1	EBHU_1	WEFR_2	CnQTP	-0.00257625577830112
Pool1,Pool3;Pool15,Pool19	CYP_1	EBHU_1	WEFR_2	ISR	-0.00453450347803386
Pool1,Pool3;Pool15,Pool20	CYP_1	EBHU_1	WEFR_2	DGN	-0.00544908766977181
Pool1,Pool3;Pool15,Pool21	CYP_1	EBHU_1	WEFR_2	DrosSim	-0.00103207074444861
Pool1,Pool3;Pool16,Pool17	CYP_1	EBHU_1	CNXJ	CnOther	-0.000464355341235012
Pool1,Pool3;Pool16,Pool18	CYP_1	EBHU_1	CNXJ	CnQTP	-0.000519844334522235
Pool1,Pool3;Pool16,Pool19	CYP_1	EBHU_1	CNXJ	ISR	-0.0024780920342549802
Pool1,Pool3;Pool16,Pool20	CYP_1	EBHU_1	CNXJ	DGN	-0.00339267622599293
Pool1,Pool3;Pool16,Pool21	CYP_1	EBHU_1	CNXJ	DrosSim	0.00102434069933027
Pool1,Pool3;Pool17,Pool18	CYP_1	EBHU_1	CnOther	CnQTP	-5.5488993287222704e-05
Pool1,Pool3;Pool17,Pool19	CYP_1	EBHU_1	CnOther	ISR	-0.0020137366930199603
Pool1,Pool3;Pool17,Pool20	CYP_1	EBHU_1	CnOther	DGN	-0.00292832088475792
Pool1,Pool3;Pool17,Pool21	CYP_1	EBHU_1	CnOther	DrosSim	0.0014886960405652802
Pool1,Pool3;Pool18,Pool19	CYP_1	EBHU_1	CnQTP	ISR	-0.00195824769973274
Pool1,Pool3;Pool18,Pool20	CYP_1	EBHU_1	CnQTP	DGN	-0.0028728318914707
Pool1,Pool3;Pool18,Pool21	CYP_1	EBHU_1	CnQTP	DrosSim	0.00154418503385251
Pool1,Pool3;Pool19,Pool20	CYP_1	EBHU_1	ISR	DGN	-0.0009145841917379551
Pool1,Pool3;Pool19,Pool21	CYP_1	EBHU_1	ISR	DrosSim	0.00350243273358525
Pool1,Pool3;Pool20,Pool21	CYP_1	EBHU_1	DGN	DrosSim	0.0044170169253232
Pool1,Pool4;Pool2,Pool3	CYP_1	EBPL_1	EBAT_1	EBHU_1	0.000315416862588513
Pool1,Pool4;Pool2,Pool5	CYP_1	EBPL_1	EBAT_1	EERU_1	4.92946855913945e-05
Pool1,Pool4;Pool2,Pool6	CYP_1	EBPL_1	EBAT_1	EERU_2	-0.000828710539674871
Pool1,Pool4;Pool2,Pool7	CYP_1	EBPL_1	EBAT_1	EEUA_1	0.00129877950118784
Pool1,Pool4;Pool2,Pool8	CYP_1	EBPL_1	EBAT_1	EEUA_2	0.00200301957722665
Pool1,Pool4;Pool2,Pool9	CYP_1	EBPL_1	EBAT_1	TRK_1	-0.00351420788596696
Pool1,Pool4;Pool2,Pool10	CYP_1	EBPL_1	EBAT_1	WBDE_1	-0.00241389383692009
Pool1,Pool4;Pool2,Pool11	CYP_1	EBPL_1	EBAT_1	WBIT_1	-0.00139408243745576
Pool1,Pool4;Pool2,Pool12	CYP_1	EBPL_1	EBAT_1	WEES_1	-0.00334467767705432
Pool1,Pool4;Pool2,Pool13	CYP_1	EBPL_1	EBAT_1	WEES_2	-0.00391315060161185
Pool1,Pool4;Pool2,Pool14	CYP_1	EBPL_1	EBAT_1	WEFR_1	-0.00200165200518621
Pool1,Pool4;Pool2,Pool15	CYP_1	EBPL_1	EBAT_1	WEFR_2	-0.0017021729050223401
Pool1,Pool4;Pool2,Pool16	CYP_1	EBPL_1	EBAT_1	CNXJ	-0.00390849347061567
Pool1,Pool4;Pool2,Pool17	CYP_1	EBPL_1	EBAT_1	CnOther	-0.0044719433343598
Pool1,Pool4;Pool2,Pool18	CYP_1	EBPL_1	EBAT_1	CnQTP	-0.0040997898871472606
Pool1,Pool4;Pool2,Pool19	CYP_1	EBPL_1	EBAT_1	ISR	-0.006540248827305421
Pool1,Pool4;Pool2,Pool20	CYP_1	EBPL_1	EBAT_1	DGN	-0.0112590297441863
Pool1,Pool4;Pool2,Pool21	CYP_1	EBPL_1	EBAT_1	DrosSim	-0.0009327897518341949
Pool1,Pool4;Pool3,Pool5	CYP_1	EBPL_1	EBHU_1	EERU_1	-0.000266122176997119
Pool1,Pool4;Pool3,Pool6	CYP_1	EBPL_1	EBHU_1	EERU_2	-0.0011441274022633801
Pool1,Pool4;Pool3,Pool7	CYP_1	EBPL_1	EBHU_1	EEUA_1	0.000983362638599328
Pool1,Pool4;Pool3,Pool8	CYP_1	EBPL_1	EBHU_1	EEUA_2	0.00168760271463814
Pool1,Pool4;Pool3,Pool9	CYP_1	EBPL_1	EBHU_1	TRK_1	-0.0038296247485554704
Pool1,Pool4;Pool3,Pool10	CYP_1	EBPL_1	EBHU_1	WBDE_1	-0.0027293106995086
Pool1,Pool4;Pool3,Pool11	CYP_1	EBPL_1	EBHU_1	WBIT_1	-0.00170949930004427
Pool1,Pool4;Pool3,Pool12	CYP_1	EBPL_1	EBHU_1	WEES_1	-0.0036600945396428296
Pool1,Pool4;Pool3,Pool13	CYP_1	EBPL_1	EBHU_1	WEES_2	-0.00422856746420036
Pool1,Pool4;Pool3,Pool14	CYP_1	EBPL_1	EBHU_1	WEFR_1	-0.00231706886777472
Pool1,Pool4;Pool3,Pool15	CYP_1	EBPL_1	EBHU_1	WEFR_2	-0.00201758976761085
Pool1,Pool4;Pool3,Pool16	CYP_1	EBPL_1	EBHU_1	CNXJ	-0.0042239103332041795
Pool1,Pool4;Pool3,Pool17	CYP_1	EBPL_1	EBHU_1	CnOther	-0.00478736019694831
Pool1,Pool4;Pool3,Pool18	CYP_1	EBPL_1	EBHU_1	CnQTP	-0.00441520674973578
Pool1,Pool4;Pool3,Pool19	CYP_1	EBPL_1	EBHU_1	ISR	-0.00685566568989393
Pool1,Pool4;Pool3,Pool20	CYP_1	EBPL_1	EBHU_1	DGN	-0.0115744466067748
Pool1,Pool4;Pool3,Pool21	CYP_1	EBPL_1	EBHU_1	DrosSim	-0.00124820661442271
Pool1,Pool4;Pool5,Pool6	CYP_1	EBPL_1	EERU_1	EERU_2	-0.000878005225266265
Pool1,Pool4;Pool5,Pool7	CYP_1	EBPL_1	EERU_1	EEUA_1	0.00124948481559645
Pool1,Pool4;Pool5,Pool8	CYP_1	EBPL_1	EERU_1	EEUA_2	0.00195372489163526
Pool1,Pool4;Pool5,Pool9	CYP_1	EBPL_1	EERU_1	TRK_1	-0.00356350257155835
Pool1,Pool4;Pool5,Pool10	CYP_1	EBPL_1	EERU_1	WBDE_1	-0.00246318852251148
Pool1,Pool4;Pool5,Pool11	CYP_1	EBPL_1	EERU_1	WBIT_1	-0.00144337712304715
Pool1,Pool4;Pool5,Pool12	CYP_1	EBPL_1	EERU_1	WEES_1	-0.00339397236264571
Pool1,Pool4;Pool5,Pool13	CYP_1	EBPL_1	EERU_1	WEES_2	-0.00396244528720324
Pool1,Pool4;Pool5,Pool14	CYP_1	EBPL_1	EERU_1	WEFR_1	-0.0020509466907776
Pool1,Pool4;Pool5,Pool15	CYP_1	EBPL_1	EERU_1	WEFR_2	-0.00175146759061373
Pool1,Pool4;Pool5,Pool16	CYP_1	EBPL_1	EERU_1	CNXJ	-0.003957788156207061
Pool1,Pool4;Pool5,Pool17	CYP_1	EBPL_1	EERU_1	CnOther	-0.0045212380199511895
Pool1,Pool4;Pool5,Pool18	CYP_1	EBPL_1	EERU_1	CnQTP	-0.00414908457273866
Pool1,Pool4;Pool5,Pool19	CYP_1	EBPL_1	EERU_1	ISR	-0.00658954351289681
Pool1,Pool4;Pool5,Pool20	CYP_1	EBPL_1	EERU_1	DGN	-0.0113083244297777
Pool1,Pool4;Pool5,Pool21	CYP_1	EBPL_1	EERU_1	DrosSim	-0.0009820844374255901
Pool1,Pool4;Pool6,Pool7	CYP_1	EBPL_1	EERU_2	EEUA_1	0.00212749004086271
Pool1,Pool4;Pool6,Pool8	CYP_1	EBPL_1	EERU_2	EEUA_2	0.00283173011690152
Pool1,Pool4;Pool6,Pool9	CYP_1	EBPL_1	EERU_2	TRK_1	-0.00268549734629209
Pool1,Pool4;Pool6,Pool10	CYP_1	EBPL_1	EERU_2	WBDE_1	-0.00158518329724522
Pool1,Pool4;Pool6,Pool11	CYP_1	EBPL_1	EERU_2	WBIT_1	-0.000565371897780886
Pool1,Pool4;Pool6,Pool12	CYP_1	EBPL_1	EERU_2	WEES_1	-0.00251596713737945
Pool1,Pool4;Pool6,Pool13	CYP_1	EBPL_1	EERU_2	WEES_2	-0.00308444006193698
Pool1,Pool4;Pool6,Pool14	CYP_1	EBPL_1	EERU_2	WEFR_1	-0.00117294146551133
Pool1,Pool4;Pool6,Pool15	CYP_1	EBPL_1	EERU_2	WEFR_2	-0.000873462365347466
Pool1,Pool4;Pool6,Pool16	CYP_1	EBPL_1	EERU_2	CNXJ	-0.0030797829309408
Pool1,Pool4;Pool6,Pool17	CYP_1	EBPL_1	EERU_2	CnOther	-0.0036432327946849296
Pool1,Pool4;Pool6,Pool18	CYP_1	EBPL_1	EERU_2	CnQTP	-0.00327107934747239
Pool1,Pool4;Pool6,Pool19	CYP_1	EBPL_1	EERU_2	ISR	-0.00571153828763055
Pool1,Pool4;Pool6,Pool20	CYP_1	EBPL_1	EERU_2	DGN	-0.0104303192045114
Pool1,Pool4;Pool6,Pool21	CYP_1	EBPL_1	EERU_2	DrosSim	-0.000104079212159325
Pool1,Pool4;Pool7,Pool8	CYP_1	EBPL_1	EEUA_1	EEUA_2	0.000704240076038809
Pool1,Pool4;Pool7,Pool9	CYP_1	EBPL_1	EEUA_1	TRK_1	-0.0048129873871548
Pool1,Pool4;Pool7,Pool10	CYP_1	EBPL_1	EEUA_1	WBDE_1	-0.0037126733381079298
Pool1,Pool4;Pool7,Pool11	CYP_1	EBPL_1	EEUA_1	WBIT_1	-0.0026928619386436
Pool1,Pool4;Pool7,Pool12	CYP_1	EBPL_1	EEUA_1	WEES_1	-0.00464345717824216
Pool1,Pool4;Pool7,Pool13	CYP_1	EBPL_1	EEUA_1	WEES_2	-0.00521193010279969
Pool1,Pool4;Pool7,Pool14	CYP_1	EBPL_1	EEUA_1	WEFR_1	-0.00330043150637405
Pool1,Pool4;Pool7,Pool15	CYP_1	EBPL_1	EEUA_1	WEFR_2	-0.00300095240621018
Pool1,Pool4;Pool7,Pool16	CYP_1	EBPL_1	EEUA_1	CNXJ	-0.00520727297180351
Pool1,Pool4;Pool7,Pool17	CYP_1	EBPL_1	EEUA_1	CnOther	-0.00577072283554764
Pool1,Pool4;Pool7,Pool18	CYP_1	EBPL_1	EEUA_1	CnQTP	-0.00539856938833511
Pool1,Pool4;Pool7,Pool19	CYP_1	EBPL_1	EEUA_1	ISR	-0.00783902832849326
Pool1,Pool4;Pool7,Pool20	CYP_1	EBPL_1	EEUA_1	DGN	-0.0125578092453741
Pool1,Pool4;Pool7,Pool21	CYP_1	EBPL_1	EEUA_1	DrosSim	-0.00223156925302204
Pool1,Pool4;Pool8,Pool9	CYP_1	EBPL_1	EEUA_2	TRK_1	-0.00551722746319361
Pool1,Pool4;Pool8,Pool10	CYP_1	EBPL_1	EEUA_2	WBDE_1	-0.00441691341414674
Pool1,Pool4;Pool8,Pool11	CYP_1	EBPL_1	EEUA_2	WBIT_1	-0.00339710201468241
Pool1,Pool4;Pool8,Pool12	CYP_1	EBPL_1	EEUA_2	WEES_1	-0.005347697254280971
Pool1,Pool4;Pool8,Pool13	CYP_1	EBPL_1	EEUA_2	WEES_2	-0.0059161701788385
Pool1,Pool4;Pool8,Pool14	CYP_1	EBPL_1	EEUA_2	WEFR_1	-0.004004671582412861
Pool1,Pool4;Pool8,Pool15	CYP_1	EBPL_1	EEUA_2	WEFR_2	-0.00370519248224899
Pool1,Pool4;Pool8,Pool16	CYP_1	EBPL_1	EEUA_2	CNXJ	-0.005911513047842321
Pool1,Pool4;Pool8,Pool17	CYP_1	EBPL_1	EEUA_2	CnOther	-0.00647496291158645
Pool1,Pool4;Pool8,Pool18	CYP_1	EBPL_1	EEUA_2	CnQTP	-0.00610280946437392
Pool1,Pool4;Pool8,Pool19	CYP_1	EBPL_1	EEUA_2	ISR	-0.00854326840453207
Pool1,Pool4;Pool8,Pool20	CYP_1	EBPL_1	EEUA_2	DGN	-0.0132620493214129
Pool1,Pool4;Pool8,Pool21	CYP_1	EBPL_1	EEUA_2	DrosSim	-0.00293580932906085
Pool1,Pool4;Pool9,Pool10	CYP_1	EBPL_1	TRK_1	WBDE_1	0.0011003140490468699
Pool1,Pool4;Pool9,Pool11	CYP_1	EBPL_1	TRK_1	WBIT_1	0.0021201254485112
Pool1,Pool4;Pool9,Pool12	CYP_1	EBPL_1	TRK_1	WEES_1	0.000169530208912638
Pool1,Pool4;Pool9,Pool13	CYP_1	EBPL_1	TRK_1	WEES_2	-0.00039894271564489
Pool1,Pool4;Pool9,Pool14	CYP_1	EBPL_1	TRK_1	WEFR_1	0.00151255588078075
Pool1,Pool4;Pool9,Pool15	CYP_1	EBPL_1	TRK_1	WEFR_2	0.00181203498094462
Pool1,Pool4;Pool9,Pool16	CYP_1	EBPL_1	TRK_1	CNXJ	-0.000394285584648713
Pool1,Pool4;Pool9,Pool17	CYP_1	EBPL_1	TRK_1	CnOther	-0.0009577354483928381
Pool1,Pool4;Pool9,Pool18	CYP_1	EBPL_1	TRK_1	CnQTP	-0.000585582001180307
Pool1,Pool4;Pool9,Pool19	CYP_1	EBPL_1	TRK_1	ISR	-0.00302604094133846
Pool1,Pool4;Pool9,Pool20	CYP_1	EBPL_1	TRK_1	DGN	-0.007744821858219341
Pool1,Pool4;Pool9,Pool21	CYP_1	EBPL_1	TRK_1	DrosSim	0.0025814181341327603
Pool1,Pool4;Pool10,Pool11	CYP_1	EBPL_1	WBDE_1	WBIT_1	0.0010198113994643301
Pool1,Pool4;Pool10,Pool12	CYP_1	EBPL_1	WBDE_1	WEES_1	-0.0009307838401342311
Pool1,Pool4;Pool10,Pool13	CYP_1	EBPL_1	WBDE_1	WEES_2	-0.00149925676469176
Pool1,Pool4;Pool10,Pool14	CYP_1	EBPL_1	WBDE_1	WEFR_1	0.000412241831733884
Pool1,Pool4;Pool10,Pool15	CYP_1	EBPL_1	WBDE_1	WEFR_2	0.000711720931897752
Pool1,Pool4;Pool10,Pool16	CYP_1	EBPL_1	WBDE_1	CNXJ	-0.00149459963369558
Pool1,Pool4;Pool10,Pool17	CYP_1	EBPL_1	WBDE_1	CnOther	-0.0020580494974397102
Pool1,Pool4;Pool10,Pool18	CYP_1	EBPL_1	WBDE_1	CnQTP	-0.0016858960502271801
Pool1,Pool4;Pool10,Pool19	CYP_1	EBPL_1	WBDE_1	ISR	-0.00412635499038533
Pool1,Pool4;Pool10,Pool20	CYP_1	EBPL_1	WBDE_1	DGN	-0.008845135907266209
Pool1,Pool4;Pool10,Pool21	CYP_1	EBPL_1	WBDE_1	DrosSim	0.00148110408508589
Pool1,Pool4;Pool11,Pool12	CYP_1	EBPL_1	WBIT_1	WEES_1	-0.0019505952395985602
Pool1,Pool4;Pool11,Pool13	CYP_1	EBPL_1	WBIT_1	WEES_2	-0.00251906816415609
Pool1,Pool4;Pool11,Pool14	CYP_1	EBPL_1	WBIT_1	WEFR_1	-0.000607569567730448
Pool1,Pool4;Pool11,Pool15	CYP_1	EBPL_1	WBIT_1	WEFR_2	-0.00030809046756658
Pool1,Pool4;Pool11,Pool16	CYP_1	EBPL_1	WBIT_1	CNXJ	-0.00251441103315991
Pool1,Pool4;Pool11,Pool17	CYP_1	EBPL_1	WBIT_1	CnOther	-0.0030778608969040397
Pool1,Pool4;Pool11,Pool18	CYP_1	EBPL_1	WBIT_1	CnQTP	-0.00270570744969151
Pool1,Pool4;Pool11,Pool19	CYP_1	EBPL_1	WBIT_1	ISR	-0.00514616638984966
Pool1,Pool4;Pool11,Pool20	CYP_1	EBPL_1	WBIT_1	DGN	-0.009864947306730541
Pool1,Pool4;Pool11,Pool21	CYP_1	EBPL_1	WBIT_1	DrosSim	0.000461292685621562
Pool1,Pool4;Pool12,Pool13	CYP_1	EBPL_1	WEES_1	WEES_2	-0.0005684729245575281
Pool1,Pool4;Pool12,Pool14	CYP_1	EBPL_1	WEES_1	WEFR_1	0.00134302567186811
Pool1,Pool4;Pool12,Pool15	CYP_1	EBPL_1	WEES_1	WEFR_2	0.0016425047720319802
Pool1,Pool4;Pool12,Pool16	CYP_1	EBPL_1	WEES_1	CNXJ	-0.000563815793561351
Pool1,Pool4;Pool12,Pool17	CYP_1	EBPL_1	WEES_1	CnOther	-0.0011272656573054801
Pool1,Pool4;Pool12,Pool18	CYP_1	EBPL_1	WEES_1	CnQTP	-0.000755112210092945
Pool1,Pool4;Pool12,Pool19	CYP_1	EBPL_1	WEES_1	ISR	-0.0031955711502511
Pool1,Pool4;Pool12,Pool20	CYP_1	EBPL_1	WEES_1	DGN	-0.00791435206713198
Pool1,Pool4;Pool12,Pool21	CYP_1	EBPL_1	WEES_1	DrosSim	0.00241188792522012
Pool1,Pool4;Pool13,Pool14	CYP_1	EBPL_1	WEES_2	WEFR_1	0.0019114985964256398
Pool1,Pool4;Pool13,Pool15	CYP_1	EBPL_1	WEES_2	WEFR_2	0.0022109776965895103
Pool1,Pool4;Pool13,Pool16	CYP_1	EBPL_1	WEES_2	CNXJ	4.65713099617737e-06
Pool1,Pool4;Pool13,Pool17	CYP_1	EBPL_1	WEES_2	CnOther	-0.000558792732747948
Pool1,Pool4;Pool13,Pool18	CYP_1	EBPL_1	WEES_2	CnQTP	-0.00018663928553541698
Pool1,Pool4;Pool13,Pool19	CYP_1	EBPL_1	WEES_2	ISR	-0.0026270982256935698
Pool1,Pool4;Pool13,Pool20	CYP_1	EBPL_1	WEES_2	DGN	-0.00734587914257445
Pool1,Pool4;Pool13,Pool21	CYP_1	EBPL_1	WEES_2	DrosSim	0.00298036084977765
Pool1,Pool4;Pool14,Pool15	CYP_1	EBPL_1	WEFR_1	WEFR_2	0.000299479100163869
Pool1,Pool4;Pool14,Pool16	CYP_1	EBPL_1	WEFR_1	CNXJ	-0.00190684146542947
Pool1,Pool4;Pool14,Pool17	CYP_1	EBPL_1	WEFR_1	CnOther	-0.0024702913291735898
Pool1,Pool4;Pool14,Pool18	CYP_1	EBPL_1	WEFR_1	CnQTP	-0.00209813788196106
Pool1,Pool4;Pool14,Pool19	CYP_1	EBPL_1	WEFR_1	ISR	-0.00453859682211921
Pool1,Pool4;Pool14,Pool20	CYP_1	EBPL_1	WEFR_1	DGN	-0.009257377739000091
Pool1,Pool4;Pool14,Pool21	CYP_1	EBPL_1	WEFR_1	DrosSim	0.00106886225335201
Pool1,Pool4;Pool15,Pool16	CYP_1	EBPL_1	WEFR_2	CNXJ	-0.00220632056559333
Pool1,Pool4;Pool15,Pool17	CYP_1	EBPL_1	WEFR_2	CnOther	-0.00276977042933746
Pool1,Pool4;Pool15,Pool18	CYP_1	EBPL_1	WEFR_2	CnQTP	-0.00239761698212493
Pool1,Pool4;Pool15,Pool19	CYP_1	EBPL_1	WEFR_2	ISR	-0.00483807592228308
Pool1,Pool4;Pool15,Pool20	CYP_1	EBPL_1	WEFR_2	DGN	-0.00955685683916396
Pool1,Pool4;Pool15,Pool21	CYP_1	EBPL_1	WEFR_2	DrosSim	0.000769383153188141
Pool1,Pool4;Pool16,Pool17	CYP_1	EBPL_1	CNXJ	CnOther	-0.000563449863744125
Pool1,Pool4;Pool16,Pool18	CYP_1	EBPL_1	CNXJ	CnQTP	-0.000191296416531594
Pool1,Pool4;Pool16,Pool19	CYP_1	EBPL_1	CNXJ	ISR	-0.00263175535668975
Pool1,Pool4;Pool16,Pool20	CYP_1	EBPL_1	CNXJ	DGN	-0.00735053627357063
Pool1,Pool4;Pool16,Pool21	CYP_1	EBPL_1	CNXJ	DrosSim	0.00297570371878147
